ITEM_CATEGORY_NAME,ITEM_SUBCATEGORY_NAME,ITEM_CLASS_NAME,PRODUCT_COUNTRY_ORIGIN_NAME,PRODUCT_SKU_NO,PRODUCT_LONG_NAME,PRODUCT_BASE_UPC_NO,PRODUCT_LITRES_PER_CONTAINER,PRD_CONTAINER_PER_SELL_UNIT,PRODUCT_ALCOHOL_PERCENT,PRODUCT_PRICE,SWEETNESS_CODE
Wine,Sake,Japan Sake,JAPAN,95656,HAKUTSURU - TENKU YAMADA NISHIKI JUNMAI DAIGINJO,4902650043382,0.72,1,16,225.99,0
Wine,Spain Wine,Spain Rose Wine,SPAIN,102866,BOBAL ROSADO - SIERRA SALINAS,8420202250270,0.75,1,12,9.49,0
Spirits,Liqueurs,Coffee And Cocoa Liqueurs,MEXICO,146043,KAHLUA - PEPPERMINT MOCHA COFFEE LIMITED EDITION,89540504636,0.375,1,20,14.99,NA
Wine,Argentina Wine,Argentina Rose Wine,ARGENTINA,158793,ROSE - NACIDO Y CRIADO 2019,7790314064883,0.75,1,12,8.97,1
Wine,France Wine,France Red Wine,FRANCE,198336,BEAUNE - 1ER CRU CUVEE ROUSSEAU-DESLANDES 2018,626990462705,1.5,1,13.5,399.99,NA
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,209486,VAN WINKLE - 12 YEAR OLD SPECIAL RESERVE,89319123730,0.75,1,45.2,199.99,NA
Wine,Chile Wine,Chile Red Wine,CHILE,218644,CABERNET SAUVIGNON - SANTA RITA 120,89419007114,0.75,1,13.5,10.49,0
Wine,France Wine,France Red Wine,FRANCE,227205,PAUILLAC - CHATEAU PICHON COMTESSE DE LALANDE 2017,714153255971,0.75,1,13,300,NA
Wine,France Wine,France Champagne Wine,FRANCE,376483,POL ROGER - BRUT 2013,89744301956,0.75,1,12.5,105.99,0
Spirits,Whisky,Canadian Whisky,CANADA,434266,CROWN ROYAL GIFT TIN/WITH 2 SHOT GLASSES,82000757184,0.375,1,40,21.99,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,920355,CABERNET SAUVIGNON - LOUIS MARTINI NAPA 2017,85000011645,0.75,1,15.5,43.99,0
Wine,France Wine,France Red Wine,FRANCE,958397,MAZOYERES CHAMBERTIN - DOMAINE DES BEAUMONT 2015,3760126210390,0.75,1,14,255.99,0
Spirits,Whisky,Blended Scotch Whisky,UNITED KINGDOM,3098,JOHN BARR RESERVE - WHYTE AND MACKAY,87647111962,0.75,1,40,31.99,NA
Wine,New Zealand Wine,New Zealand White Wine,NEW ZEALAND,58032,SAUVIGNON BLANC - KONO MARLBOROUGH,871752001016,0.75,1,13,17.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,78915,ROAD 13 - SEVENTY-FOUR K 2018,626990081388,0.75,1,13,25.99,0
Spirits,Whisky,American Whiskey,UNITED STATES OF AMERICA,122122,JACK DANIEL'S - SINGLE BARREL CASK #3519 2019,808755032297,0.75,1,47,59.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,238097,DALWHINNIE - 15 YEAR OLD,622153610044,0.75,1,43,99.99,NA
Spirits,Whisky,Canadian Whisky,CANADA,471235,FORTY CREEK - CONFEDERATION OAK RESERVE,69321004104,0.75,1,40,68.48,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,585745,QUAILS GATE - GEWURZTRAMINER 2020,778856120066,0.75,1,14,17.99,1
Wine,France Wine,France Champagne Wine,FRANCE,891903,THIENOT - CUVEE GARANCE BLANC DE ROUGES 06,3419452000471,0.75,1,12.5,145.99,1
Wine,Italy Wine,Italy Red Wine,ITALY,935171,TAURASI - VILLA MATILDA ALTAVILLA 2015,464154693127,0.75,1,14,76.99,0
Wine,Fortified Wine,Other Fortified Import Wine,SOUTH AFRICA,4317,KWV - CAPE PALE DRY CLASSIC COLLECTION,748294131139,0.75,1,16,10.99,2
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,39917,CABERNET SAUVIGNON - HENSCHKE CYRIL EDEN VALLEY 2013,9320909001108,0.75,1,14,219.99,0
Refreshment Beverages,Coolers,Malt-Based Coolers,CANADA,48286,LABATT - BUD LIGHT SELTZER MIXER CAN,62067383328,0.355,12,4,25.49,NA
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,58999,MUDDLERS - VODKA PUNCH CAN,823994004188,0.355,6,5,12.29,NA
Wine,Argentina Wine,Argentina White Wine,ARGENTINA,60547,CHARDONNAY - FAMILIA GASCON,7790415128231,0.75,1,13.5,15.99,1
Wine,France Wine,France Red Wine,FRANCE,70565,CHATEAU CANTENAC BROWN 2014,3760020113179,0.75,1,13,85,NA
Wine,Italy Wine,Italy Red Wine,ITALY,86358,TOSCANA - ORNELLAIA LE VOLTE 2018,818201020495,0.75,1,14,29.99,0
Spirits,Vodka,Straight Vodka,CANADA,93021,POLAR ICE,48415457248,0.2,1,40,6.99,0
Wine,France Wine,France Champagne Wine,FRANCE,130484,CEDRIC BOUCHARD - ROSES DE JEANNE  LE CREUX D'ENFER,626990103929,0.75,1,13,259.99,0
Spirits,Grape and Fruit Brandy,Armagnac,FRANCE,159012,CHATEAU DE LAUBADE - X.O. BAS ARMAGNAC,659651115634,0.7,1,40,99.99,NA
Wine,Australia Wine,Australia White Wine,AUSTRALIA,172976,SAUVIGNON BLANC - CRANSWICK COCOPARRA RIVERINA,9313748999996,0.75,1,12.5,9.97,0
Wine,France Wine,France Red Wine,FRANCE,202989,BORDEAUX 2017 DUCLOT COLLECTION CASE,,0.75,9,13,18000,NA
Wine,Germany Wine,Germany White Wine,GERMANY,219147,RIESLING - SCHLOSS REINHARTSHAUSEN RHEINGAU 2019,4005055073173,0.75,1,13.5,23.99,1
Wine,France Wine,France Red Wine,FRANCE,341875,BOURGOGNE PINOT NOIR - JADOT COUVENT DES JACOBINS 2018,3535923060000,0.75,1,13,31.99,0
Spirits,Whisky,Canadian Whisky,CANADA,440842,CROWN ROYAL - XO,82000005124,0.75,1,40,67.99,NA
Wine,France Wine,France Rose Wine,FRANCE,497685,PROVENCE ROSE - D'ESCLANS WHISPERING ANGEL 2019,3760167974190,0.75,1,12.5,38.99,0
Wine,Italy Wine,Prosecco Wine,ITALY,727057,BOTTEGA - PROSECCO GOLD BRUT MAGNUM,8005829033156,1.5,1,11,64.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,762674,FOXTROT - PINOT NOIR THE WALTZ 2018,626990141358,0.75,1,13.1,50.99,0
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,35196,MALBEC - LAS MORAS PAZ,7790240093780,0.75,1,14.5,14.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,99156,CRAGGANMORE SMOKY 12 YO SPECIAL RELEASE 2019,5000281059143,0.7,1,58.4,144.99,NA
Wine,France Wine,France White Wine,FRANCE,119988,DOMAINE DE CHEVALIER BLANC 2016,,0.75,1,13,200,NA
Spirits,Asian Spirits,China Spirits,CHINA,143172,FEN JIU - 30 YEAR OLD,6903431138707,0.5,1,48,127.99,NA
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,224769,FERNIE BREWING - CAMPOUT WEST COAST PALE ALE,626990303312,0.355,6,5.4,12.49,NA
Wine,Italy Wine,Prosecco Wine,ITALY,226157,BOLLA - PROSECCO EXTRA DRY,8008960686984,0.75,1,11,14.99,1
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,283119,SHIRAZ - QUARISA 30 MILE,9337739000126,0.75,1,14,13.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,317438,SOLAIA - ANTINORI SOLAIA 2017,8001935001447,3,1,14,2150,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,325878,DOMAINE D'OR - RED,48162003743,16,1,11.5,109.99,0
Wine,Other Country Wine,Other Country Fruit and Dessert Wine,KOREA - SOUTH,590737,SEOL JOONG MAE - PLUM LIQUEUR,626990010005,0.375,1,14,11.99,1
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,738401,CABERNET SAUVIGNON - LAKE SONOMA COUNTY 2018,729188943007,0.75,1,14.5,26.99,0
Spirits,Tequila,Blanco/Silver Tequila,MEXICO,762773,OLMECA - ALTOS PLATA,80432106846,0.75,1,40,47.99,NA
Spirits,Other Spirits,Ready to Serve Cocktails,CHILE,797092,CAPEL - PISCO SOUR LIGHT,7802110001136,0.7,1,12,14.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,819318,SMOKEHEAD,5010852013962,0.75,1,43,71.99,NA
Wine,France Wine,France Champagne Wine,FRANCE,881557,POL ROGER - CUVEE SIR WINSTON CHURCHILL 2002,89744320025,0.75,1,12,219.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,884122,CABERNET SAUVIGNON - CARNIVOR,85000020425,0.75,1,13.5,16.99,1
Spirits,Whisky,Canadian Whisky,CANADA,463,CANADIAN CLUB - PREMIUM,80686816027,0.375,1,40,11.49,NA
Spirits,Liqueurs,Cream/Dairy Liqueurs,IRELAND,5959,BAILEYS - ORIGINAL IRISH CREAM,5011013100132,0.75,1,17,27.99,NA
Wine,South Africa Wine,South Africa White Wine,SOUTH AFRICA,33756,CHENIN BLANC - ROBERTSON,746925000779,0.75,1,12.5,11.99,1
Wine,Canada - BC,Canada - BC White Wine,CANADA,34468,CHABERTON - MADELEINE SYLVANER ESTATE GROWN FRASER VALLEY 19,625157001498,0.75,1,12.5,17.99,0
Wine,France Wine,France White Wine,FRANCE,59111,SAVIGNY LES BEAUNE - CHANDON DE BRIAILLES SAUCOURS CHARDONNA,3760095960470,0.75,1,13.5,76.99,0
Wine,Spain Wine,Spain Red Wine,SPAIN,77149,YECLA MERLOT MONASTRELL - LUJURIA,8422443001178,0.75,1,13.5,9.99,0
Wine,Other Country Wine,Other Country Red Wine,URUGUAY,199810,TANNAT - GARZON RESERVA 2018,7730951080983,0.75,1,14.5,23.49,0
Spirits,Whisky,Irish Whiskey,IRELAND,199816,REDBREAST - LUSTAU IRISH WHISKEY,80432110751,0.75,1,46,99.99,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,212600,CEDARCREEK - PLATINUM VIOGNIER HAYNES CREEK 2017,778913800436,0.75,1,14.4,35.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,441691,POPLAR GROVE - THE LEGACY 2015,626990269373,0.75,1,14.9,60.99,0
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,508739,STRANGE FELLOWS BREWING - TALISMAN PALE ALE CAN,,0.473,4,4.2,10.99,NA
Wine,France Wine,France Red Wine,FRANCE,676510,BEAUNE 1ER CLOS DE LA FIGUINE - DOMAINE JACQUES PRIEUR 10,3760155253658,0.75,1,13,81.99,0
Wine,France Wine,France White Wine,FRANCE,963538,CHATEAU MALARTIC LAGRAVIERE BLANC 2013,,0.75,1,13,95,0
Wine,Fortified Wine,Other Fortified Import Wine,FRANCE,356,DUBONNET - ROUGE,3163933575001,0.75,1,14.8,11.99,7
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,92420,MACALLAN - EDITION NO.6,812066023394,0.75,1,48.6,179.99,NA
Wine,France Wine,France Red Wine,FRANCE,114339,CLOS FOURTET 2016,,0.75,1,13,250,NA
Wine,France Wine,France Red Wine,FRANCE,153662,MARGAUX - CHATEAU PRIEURE LICHINE 2017,3700232906107,0.75,1,13,95,NA
Wine,Hungary Wine,Hungary White Wine,HUNGARY,170577,DUNAVAR CHARDONNAY - BINDERER ST URSULA,4002301430445,3,1,12.5,36.99,1
Wine,Italy Wine,Italy Red Wine,ITALY,392514,TOSCANA - SETTE PONTI CROGNOLO 2017,8033011200123,0.75,1,13.5,39.99,0
Spirits,Vodka,Flavoured Vodka,CANADA,401539,SMIRNOFF - GREEN APPLE,82000767237,0.75,1,35,22.99,NA
Wine,France Wine,France White Wine,FRANCE,874537,POUILLY FUME - S DAGUENEAU & FILLES TRADITION 2019,3760048780117,0.75,1,12.7,35.99,0
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,54965,STROH CANADA - OLD MILWAUKEE CANS,56910401802,0.355,8,4.9,11.99,NA
Wine,France Wine,France White Wine,FRANCE,79585,MEURSAULT 1ER BOUCHERES - LUCIEN LE MOINE 2017,7035991557199,0.75,1,13.5,170.99,0
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,111512,TREE BREWING - MELLOW MOON TALL CANS,624524932984,0.473,4,5,10.49,NA
Wine,Canada - BC,Canada - BC Sparkling Wine,CANADA,160920,MT. BOUCHERIE - MT. BUBBLES SPARKLING,812289165109,0.75,1,13,19.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,225321,BOLGHERI SUPERIORE - ORNELLAIA 2015,818201020075,0.75,1,13.5,235.99,0
Wine,New Zealand Wine,New Zealand White Wine,NEW ZEALAND,324095,SAUVIGNON BLANC - MONKEY BAY,82100736300,0.75,1,13,15.49,0
Wine,France Wine,France White Wine,FRANCE,367623,PESSAC LEOGNAN BLANC - LA CLARTE DE HAUT BRION 2014,626990305231,0.75,1,13,160,0
Spirits,Whisky,Other Country Whisky,JAPAN,546366,NIKKA - FROM THE BARREL,4904230100683,0.5,1,51.4,64.99,NA
Wine,France Wine,France White Wine,FRANCE,615583,MUSCAT - DOMAINE ZIND HUMBRECHT 2016,3760163407982,0.75,1,12.6,31.97,0
Beer,Import Beer,Mexico And Caribbean Beer,MEXICO,617720,CORONA - LIGHT,1064202157,0.33,6,3.7,13.29,NA
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,874131,SMIRNOFF - ICE,82000759485,0.33,4,5,10.29,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,74581,SEE YA LATER RANCH - LUNA WHITE 2019,63657042090,0.75,1,13,15.99,1
Spirits,Whisky,Blended Scotch Whisky,UNITED KINGDOM,148525,JOHNNIE WALKER - GAME OF THRONES A SONG OF ICE,88076184121,0.75,1,40.2,54.97,NA
Wine,France Wine,France Red Wine,FRANCE,155655,CHATEAU L'EGLISE CLINET 2014,,0.75,1,13,375,0
Wine,Portugal Wine,Portugal White Wine,PORTUGAL,156059,SETUBAL - JOSE MARIA DA FONSECA ALBIS,600470120002,0.75,1,12,13.49,0
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,179297,LIGHTHOUSE - GHOST SHIP HAZY IPA TALL CAN,628216000241,0.473,4,6,13.49,NA
Wine,USA Wine,USA Rose Wine,UNITED STATES OF AMERICA,206066,CALIFORNIA ROSE - MEIOMI 2018,86003251052,0.75,1,13.2,21.99,0
Wine,France Wine,France Red Wine,FRANCE,252676,POMMARD 1ER REFENE - DOMAINE LATOUR GIRAUD 2015,795898008824,0.75,1,13,129.99,0
Wine,Canada - BC,Canada - BC White Wine,CANADA,269795,DIRTY LAUNDRY VINEYARD - RESERVE CHARDONNAY,626990158097,0.75,1,12.8,19.99,0
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,483941,BOMBER BREWING - MIXED PACK CAN,691395600113,0.355,12,5.4,19.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,494377,MAREMMA TOSCANA - FATTORIA LE PUPILLE SAFFREDI 2017,8030967010516,0.75,1,14.5,149.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,894022,WINE O'CLOCK - MERLOT,776545006189,16,1,12.5,121.99,0
Spirits,Tequila,Blanco/Silver Tequila,MEXICO,8607,CLASE AZUL - PLATA 100 WEBER BLUE AGAVE,81240049547,0.75,1,40,219.99,NA
Wine,France Wine,France Red Wine,FRANCE,47327,CASTILLON COTES DE BORDEAUX - CHATEAU DE BELCIER 2010,3609051071679,0.75,1,14.5,33.99,0
Refreshment Beverages,Cider,Domestic Cider,CANADA,59921,LONETREE CIDER - RHUBARB CAN,626990469254,0.355,6,5.5,10.49,NA
Wine,France Wine,France White Wine,FRANCE,95281,PESSAC LEOGNAN BLANC - DOMAINE DE CHEVALIER 2013,626990283812,0.75,1,13,145.99,0
Wine,France Wine,France Red Wine,FRANCE,130214,MARGAUX - CHATEAU PALMER 2016,3277034722063,0.75,1,13,725,NA
Wine,France Wine,France Red Wine,FRANCE,147546,BEAUJOLAIS - BOUCHARD AINE,3340180000764,0.75,1,12,13.99,0
Wine,France Wine,France White Wine,FRANCE,177256,CHABLIS 1ER MONTMAINS - PASCAL BOUCHARD VIEILLES VIGNES 2013,834482001381,0.75,1,13,80.99,0
Wine,Italy Wine,Italy Sparkling Wine,ITALY,187413,LAMBRUSCO METODO ANCESTRALE - MEDICI ERMETE PHERMENTO,626990331377,0.75,1,12.5,29.99,0
Wine,Germany Wine,Germany White Wine,GERMANY,210807,RIESLING - BREE 2016,84279979816,0.75,1,10,14.99,1
Wine,France Wine,France Red Wine,FRANCE,229912,ST EMILION - CHATEAU CHEVAL BLANC 2017,,0.75,1,13,1500,NA
Wine,France Wine,France Red Wine,FRANCE,270637,CHATEAU COS D'ESTOURNEL 2006,626990098942,0.75,1,13,205.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,584581,MISSION HILL - RESERVE PINOT NOIR 2018,776545980144,0.75,1,13,29.99,0
Spirits,Asian Spirits,China Spirits,CHINA,864645,ER GUO TOU - SHAO JIU,69020001,0.1,1,56,5.49,NA
Wine,Italy Wine,Italy Red Wine,ITALY,20214,BAROLO - FONTANAFREDDA 2014,8000174200024,0.75,1,14,36.99,0
Wine,Fortified Wine,Vermouth Wine,ITALY,30049,GIUSEPPE CARPANO - ANTICA FORMULA VERMOUTH,8004400076247,0.375,1,16.5,18.99,10
Wine,France Wine,France White Wine,FRANCE,34351,CONDRIEU - DOM GEORGES VERNAY LES TERRASSES DE L'EMPIRE 17,626990215448,0.75,1,13.5,119.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,58889,NAPA VALLEY RED - OPUS ONE 2013,626990467540,1.5,1,14.5,1500,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,62455,PASO ROBLES RED - TABLAS CREEK ESPRIT DE TABLAS 2018,89419245974,0.75,1,13.5,82.99,0
Refreshment Beverages,Coolers,Wine/Fruit Coolers,CANADA,76847,AMALFI APERITIVO SPRITZ,813596005010,0.355,4,5,14.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,177147,BENRIACH - BIRNIE MOSS,5060088791554,0.7,1,48,69.99,NA
Wine,France Wine,France Red Wine,FRANCE,202385,POMEROL - CHATEAU LA TOUR 2017,3328155007444,0.75,1,13,160,NA
Spirits,Tequila,Mezcal,MEXICO,220804,CASAMIGOS - MEZCAL,856724006329,0.75,1,40,99.99,NA
Wine,France Wine,France Champagne Wine,FRANCE,308056,MUMM - G.H. GRAND CORDON BRUT CHAMPAGNE,87000103818,0.75,1,11.5,69.99,1
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,318667,PINOT NOIR - MARK WEST,851718000048,0.75,1,13.5,16.49,0
Wine,France Wine,France White Wine,FRANCE,728857,PESSAC LEOGNAN BLANC - CHATEAU BROWN 2014,1337682028206,0.75,1,12.5,60,0
Wine,France Wine,France Red Wine,FRANCE,882381,PAUILLAC - CHATEAU LAFITE ROTHSCHILD 2008,3412950805920,0.75,1,12.5,2250,0
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,905646,LABATT - WILDCAT STRONG CAN,62067366376,0.355,15,6.1,19.99,NA
Spirits,Grape and Fruit Brandy,Cognac,FRANCE,7060,HENNESSY - XO,626990405054,1.5,1,40,700,NA
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,55379,G AND W - TEMPO GIN SMASH MIXER CAN,628055589907,0.355,12,5,25.49,NA
Wine,Italy Wine,Italy Sparkling Wine,ITALY,69407,BOTTEGA - ROSE GOLD BRUT MAGNUM,626990434436,1.5,1,11.5,64.99,0
Wine,Chile Wine,Chile Red Wine,CHILE,107728,PINOT NOIR - VINA FALERNIA ELKI RESERVA,7809623200070,0.75,1,13.5,13.99,1
Wine,France Wine,France Red Wine,FRANCE,182475,POMMARD 1ER LA CHANIERE - DOMAINE CYROT BUTHIAU 2015,3945700000813,0.75,1,13,99.99,NA
Spirits,Whisky,Blended Malt Scotch Whisky,UNITED KINGDOM,189773,ELEMENTS OF ISLAY PEAT - FULL PROOF,5060532801303,0.5,1,59.3,71.99,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,220515,MAYHEM - MERLOT CABERNET FRANC 2018,626990352518,0.75,1,14.1,25.99,0
Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,ITALY,536672,AVERNA - AMARO SICILIANO,8000400203942,0.75,1,29,37.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,855759,AMARONE - MONTRESOR 2016,795898006615,0.75,1,15,46.99,0
Spirits,Vodka,Straight Vodka,RUSSIA (USSR),891721,RUSSIAN STANDARD,4603400001262,0.375,1,40,13.49,0
Spirits,Other Spirits,Ready to Serve Cocktails,UNITED STATES OF AMERICA,1809,JOSE CUERVO - WHITE PEACH MARGARITA,811538011587,1.75,1,9.95,20.99,NA
Wine,France Wine,France White Wine,FRANCE,45551,GEWURZTRAMINER - DOMAINE ZIND HUMBRECHT ROCHE ROULEE 2018,3760163407838,0.75,1,14.5,49.99,1
Wine,France Wine,France Rose Wine,FRANCE,78814,COTES DE PROVENCE ROSE - CALVET MURMURE,3500610146701,0.75,1,11.5,25.99,0
Wine,Portugal Wine,Portugal Red Wine,PORTUGAL,81417,CASTELAO - QUINTA DO CHOCAPALHA TINTO,5607951180154,0.75,1,13.5,21.97,0
Wine,Italy Wine,Italy White Wine,ITALY,122867,ABRUZZO PECORINO - BARONE DI VALFORTE 2019,8033413003063,0.75,1,13,19.99,0
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,141935,TWIN SAILS BREWING - WOULD CRUSH WHEAT ALE TALL CAN,626990375494,0.473,4,5.1,13.49,NA
Spirits,Whisky,Other Country Whisky,INDIA,149776,RAMPUR - INDIAN SINGLE MALT WHISKY NON-CHILL FILTERED,811272021569,0.75,1,43,108.99,NA
Wine,France Wine,France Red Wine,FRANCE,153086,VIN DE PAYS DE VAUCLUSE - DOMAINE DES TOURS,97985150516,0.75,1,13.5,46.99,0
Wine,France Wine,France Red Wine,FRANCE,154757,PAYS D'OC GRENACHE - PAUL MAS NOIR,3760040423517,0.75,1,13.5,11.99,0
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,170741,CENTRAL CITY - RED RACER REIGN OF HOPS MIX PACK 500,628113006520,0.5,12,5.2,24.49,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,201376,JACKSON TRIGGS PROPRIETOR'S SELECTION PINOT GRIGIO,63657029787,4,1,12,35.99,0
Wine,France Wine,France Champagne Wine,FRANCE,207134,DE VENOGE - CORDON BLEU BRUT,3291690500018,0.75,1,12,76.99,0
Spirits,Vodka,Straight Vodka,POLAND,253302,LUKSUSOWA,5900191001334,0.75,1,40,24.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,271106,BAROLO - G D VAJRA BRICCO DELLE VIOLE 2016,626990271697,0.75,1,14,97.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,379677,COPPER MOON - MALBEC,48162014220,1.5,1,14,13.99,0
Spirits,Whisky,Canadian Whisky,CANADA,418921,CANADIAN CLUB - CLASSIC,80686817499,0.75,1,40,26.49,0
Wine,Canada - BC,Canada - BC White Wine,CANADA,661637,SUMMERHILL - CIPES BLANC DE BLANC 2012,779000138067,0.75,1,12.5,40.99,0
Wine,France Wine,France Red Wine,FRANCE,708750,CHATEAU PESQUIE - TERRASSES AOC VENTOUX ROUGE 2019,626990005377,0.75,1,14,19.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,832477,TOSCANA - MONTE ANTICO,726452001913,1.5,1,13.5,39.99,0
Wine,Chile Wine,Chile Rose Wine,CHILE,33293,PINOT NOIR ROSE - CONO SUR BICICLETA,7804320729244,1,1,12.5,12.99,0
Spirits,Whisky,Blended Scotch Whisky,UNITED KINGDOM,52050,MATTHEW GLOAG - THE FAMOUS GROUSE,5010314750008,0.75,1,40,25.49,NA
Spirits,Liqueurs,Whiskey Liqueurs,UNITED STATES OF AMERICA,112357,JACK DANIEL'S - TENNESSE APPLE,82184004371,0.75,1,35,29.99,NA
Wine,France Wine,France White Wine,FRANCE,167145,SAINT JOSEPH BLANC - CHAPOUTIER LES GRANITS 2014,3391181951234,0.75,1,13.5,105.99,0
Wine,France Wine,France Fruit and Dessert Wine,FRANCE,188932,QUARTS DE CHAUME GRAND CRU - DOMAINE DES BAUMARD 2012,626990341444,0.375,1,12,58.99,10
Spirits,Liqueurs,Cream/Dairy Liqueurs,CANADA,200256,LAURA SECORD - CHOCOLATE CREAM LIQUOR,850500001591,0.75,1,17,27.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,219921,THE GLENLIVET - CAPTAIN'S RESERVE,5000299621257,0.75,1,40,75.99,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,352138,CABERNET SAUVIGNON - CAYMUS NAPA 2019,17224412106,1,1,14.6,128.99,0
Wine,France Wine,France White Wine,FRANCE,452706,CHATEAU LATOUR MARTILLAC BLANC 2015,626990360759,0.75,1,13,70,NA
Wine,Italy Wine,Italy Red Wine,ITALY,476986,TOSCANA - ANTINORI TIGNANELLO 2008,8001935125402,3,1,14,693,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,478263,CABERNET SAUVIGNON - ST FRANCIS SONOMA 2017,88534001380,0.75,1,14.5,32.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,512319,PAINTED ROCK - MERLOT 2017,626990105848,0.75,1,15,39.99,0
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,33495,GEORGIAN BAY SPIRIT CO. - GIN SMASH TALL CAN,627843362173,0.473,1,5,2.79,NA
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,87089,PARALLEL 49 - PIC A HOP TALL CAN,823994002948,0.473,8,6.3,19.99,NA
Wine,Portugal Wine,Portugal Red Wine,PORTUGAL,95610,DOURO - QUINTA DOS ACIPRESTES,5601109211004,0.75,1,14.5,23.99,0
Wine,France Wine,France Red Wine,FRANCE,103153,POMEROL - CHATEAU L'EVANGILE 2017,696852012638,0.75,1,13,550,NA
Wine,France Wine,France Red Wine,FRANCE,229928,CHATEAU LES GRANDS CHENES 2016,,0.75,1,13,45,NA
Wine,France Wine,France Rose Wine,FRANCE,401711,PAYS D'OC ROSE - COTE MAS AURORE,3760040432113,1,1,13,14.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,665224,BARBARESCO - PIETRO RINALDI SAN CRISTOFORO 2010,8033100150063,0.75,1,14.5,62.99,0
Spirits,Grape and Fruit Brandy,Pisco,CHILE,844803,PISCO EL GOBERNADOR - MIGUEL TORRES CHILE,7804626930023,0.7,1,40,36.49,NA
Wine,France Wine,France White Wine,FRANCE,888958,COTES DU RHONE BLANC - MEFFRE SAINT VINCENT,3142920026306,0.75,1,13.5,17.99,0
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,925222,LABATT - BUDWEISER CAN,62067335372,0.355,15,5,25.49,NA
Spirits,Gin,Dry Gin,CANADA,10830,PROVINCIAL SPIRITS - JUNIPER GIN,626990448860,0.75,1,40,35.49,NA
Wine,Italy Wine,Italy Red Wine,ITALY,52013,MORELLINO DI SCANSANO - LE PUPILLE 2019,8030967015313,0.75,1,13.5,21.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,57706,ARDBEG - WEE BEASTIE 5 YEAR OLD,5010494961584,0.75,1,47.4,68.99,NA
