ITEM_CATEGORY_NAME,ITEM_SUBCATEGORY_NAME,ITEM_CLASS_NAME,PRODUCT_COUNTRY_ORIGIN_NAME,PRODUCT_SKU_NO,PRODUCT_LONG_NAME,PRODUCT_BASE_UPC_NO,PRODUCT_LITRES_PER_CONTAINER,PRD_CONTAINER_PER_SELL_UNIT,PRODUCT_ALCOHOL_PERCENT,PRODUCT_PRICE,SWEETNESS_CODE
Wine,Canada - BC,Canada - BC White Wine,CANADA,154013,JACKSON TRIGGS PROPRIETOR'S SELECTION PINOT GRIGIO,63657013151,1.5,1,12,16.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,199927,COPPER MOON - MERLOT,48162012837,0.75,1,12.5,7.99,0
Spirits,Vodka,Straight Vodka,FINLAND,208629,FINLANDIA,6412700021140,1.14,1,40,35.49,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,216768,PORT DUNDAS - 40 YEAR OLD XOP PLATINUM DOUGLAS LAING,5014218807202,0.7,1,59.1,780,NA
Spirits,Grape and Fruit Brandy,Armagnac,FRANCE,225926,DOMAINE DE JOY - 1998 ARMAGNAC,3760174331344,0.7,1,40.5,149.99,NA
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,556100,SHIRAZ - SMALL GULLY MR BLACK'S LITTLE BOOK 16,9331589012308,0.75,1,15,19.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,652925,CABERNET SAUVIGNON - WILLIAM HILL NORTH COAST 2019,85000021606,0.75,1,13.9,21.99,0
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,844399,DRIFTWOOD BREWERY - FAT TUG IPA,628201000126,0.65,1,7,6.19,NA
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,863944,LABATT - BUD LIGHT LIME CAN,18200159831,0.355,12,4,25.49,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,56981,NAPA VALLEY RED - OPUS ONE 2007,626990419198,0.75,1,14.7,850,NA
Spirits,Tequila,Blanco/Silver Tequila,MEXICO,71206,ESPOLON BLANCO,664804001351,1.75,1,40,89.99,NA
Wine,New Zealand Wine,New Zealand White Wine,NEW ZEALAND,560144,SAUVIGNON BLANC - BABICH MARLBOROUGH 2020,9414603201107,0.75,1,13,19.99,0
Wine,New Zealand Wine,New Zealand White Wine,NEW ZEALAND,590117,SAUVIGNON BLANC - HAVOC AND HARMONY MARLBOROUGH,9416621217085,0.75,1,12.7,15.99,0
Wine,France Wine,France Red Wine,FRANCE,728097,CHATEAU POUJEAUX 2014,714153130407,0.75,1,12.5,55,0
Wine,Canada - BC,Canada - BC White Wine,CANADA,872648,OPEN - CHARDONNAY 2019,63657035054,0.75,1,13.3,11.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,49353,ELEPHANT ISLAND - THINK AGAIN MERLOT 2017,626990214984,0.75,1,14.9,24.99,0
Spirits,Whisky,Irish Whiskey,IRELAND,91796,WRITERS' TEARS - JAPANESE MIZUNARA CASK FINISH,5099811906675,0.7,1,55,149.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,211698,GLENLIVET - 12 YEAR OLD,80432400623,0.375,1,40,30.99,NA
Wine,Italy Wine,Italy White Wine,ITALY,326488,PINOT GRIGIO DELLE VENEZIE - TOMMASI LE ROSSE 2019,8004645365106,0.75,1,12,19.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,512517,CHIANTI CLASSICO GRAN SELEZIONE - RUFFINO RIS DUCALE ORO 14,8001660130054,0.75,1,14.5,48.99,0
Beer,Import Beer,Europe Beer,AUSTRIA,521468,STIEGL - LAGER TALL CAN,9003402650089,0.5,1,5,2.69,NA
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,537209,JIM BEAM - BLACK EXTRA AGED,80686003403,0.75,1,43,25.49,NA
Wine,USA Wine,USA White Wine,UNITED STATES OF AMERICA,562215,CHARDONNAY - FLOWERS SONOMA COAST 2018,626990099710,0.75,1,13.5,71.99,0
Spirits,Rum,Amber Rum,VENEZUELA,807495,DIPLOMATICO - RESERVA EXCLUSIVA,7594003620394,0.75,1,40,64.99,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,861682,CALIFORNIA RED - APOTHIC INFERNO,85000024904,0.75,1,16,16.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,46683,GLENFARCLAS - FAMILY CASK 1981 W18 CASK 1085,5018066020813,0.7,1,43.2,1699,NA
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,71616,FREED EARTH - BLACK TEA WITH LEMON,848819013060,0.355,6,4.5,13.29,NA
Wine,Sake,Japan Sake,JAPAN,103677,HAKUTSURU - UKIYO-E JUNMAI,4902650049377,0.72,1,15.5,25.49,0
Wine,France Wine,France Red Wine,FRANCE,120246,CHATEAU HAUT BRION 2009,3419466181524,1.5,1,13,1800,NA
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,121001,ODIN - GALACTIC SPACE DRAGON INDIA PALE ALE CAN,661429000042,0.355,6,6.5,11.79,NA
Wine,France Wine,France Red Wine,FRANCE,137560,CHENAS - PASCAL AUFRANC VIGNES DE 1939 2016,3760011973157,0.75,1,13,28.99,0
Spirits,Rum,Amber Rum,UNITED STATES OF AMERICA,163457,BACARDI - 4 YEAR OLD,80480983383,0.75,1,40,25.99,NA
Wine,France Wine,France Red Wine,FRANCE,184719,ST JULIEN - CHATEAU SAINT PIERRE 2017,3700415102913,0.75,1,13,130,NA
Wine,France Wine,France Red Wine,FRANCE,241588,CHATEAU HAUT BRION ROUGE 2014,,0.75,1,13,880,NA
Spirits,Whisky,American Whiskey,UNITED STATES OF AMERICA,243753,BULLEIT - BOURBON,87000004047,1.75,1,45,79.99,NA
Wine,Chile Wine,Chile Red Wine,CHILE,494799,PINOT NOIR - SANTA CAROLINA RESERVA LEYDA,7804350599626,0.75,1,13.5,13.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,642926,DALMORE - 15 YEAR OLD,87647111689,0.75,1,40,163.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,887653,PETITE SIRAH - THE CRUSHER,833302001624,0.75,1,13.9,15.99,0
Spirits,Whisky,Canadian Whisky,CANADA,3558,GIBSONS - FINEST RARE 12 YEAR OLD,83664870387,0.75,1,40,34.99,NA
Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,FRANCE,6049,PERNOD - PERNOD FILS,630637091036,0.75,1,40,29.99,NA
Wine,Italy Wine,Prosecco Wine,ITALY,24196,ACCADEMIA - PROSECCO PRIDE,8005829985080,0.75,1,11,27.99,0
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,27836,SQUISH HARD SELTZER - TALL CAN MIXER,823994004058,0.473,8,5,17.99,NA
Wine,Sake,Japan Sake,JAPAN,62164,SHIMIZU-NO-MAI - JUNMAI GINJO PURE DAWN,86891078809,0.3,1,15.5,19.49,0
Wine,Canada - BC,Canada - BC White Wine,CANADA,62436,MISSION HILL - FAMILY ESTATE PERPETUA 2019,776545556387,0.75,1,12.9,57.99,0
Wine,Canada - BC,Canada - BC Rose Wine,CANADA,110572,THE WINEMAKER'S HOUSE - ROSE,776545600899,2,1,12,24.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,155909,THE HATCH - MERLOT MERLE SIMILKAMEEN 2017,626990376101,0.75,1,13.8,22.99,0
Wine,France Wine,France White Wine,FRANCE,157663,CORTON-CHARLEMAGNE - DOMAINE FAIVELEY,3351001271713,0.75,1,12.5,375.99,0
Wine,Chile Wine,Chile Red Wine,CHILE,232994,CABERNET SAUVIGNON - MONTES ALPHA COLCHAGUA 2014,715126200110,1.5,1,14,45.97,0
Wine,France Wine,France Champagne Wine,FRANCE,453084,MOET AND CHANDON - BRUT IMPERIAL,3185370640432,0.75,1,12,69.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,639658,QUAILS GATE - PINOT NOIR STEWART FAMILY RESERVE 2018,778856212204,0.75,1,13.5,53.99,0
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,689885,MT BEGBIE - NASTY HABIT IPA CAN,629216555557,0.355,6,6,11.49,NA
Wine,Portugal Wine,Portugal Red Wine,PORTUGAL,736165,LISBOA - CASA SANTOS LIMA LAB,5604424260009,0.75,1,13,11.99,0
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,CANADA,781542,COLUMBIA - KOKANEE CAN,62067374296,0.355,36,5,48.99,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,836759,CABERNET SAUVIGNON - BERINGER KNIGHTS VALLEY RESERVE 2015,89819732623,0.75,1,15,59.97,0
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,915868,SHIRAZ CABERNET - MOLLYDOOKER ENCHANTED PATH MCLAREN 2017,9336975000020,0.75,1,16,89.99,0
Refreshment Beverages,Coolers,Malt-Based Coolers,CANADA,48289,LABATT - BUD LIGHT SELTZER STRAWBERRY CAN,62067383229,0.355,6,4,12.29,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,55574,SANDHILL - SMALL LOTS THREE SANDHILL ESTATE 2016,58976350704,0.75,1,12.5,40.99,0
Wine,France Wine,France Red Wine,FRANCE,131078,CROZES HERMITAGE - CHAPOUTIER MEYSONNIERS ORGANIC 16,3391180001749,0.75,1,13,29.99,0
Wine,Argentina Wine,Argentina Rose Wine,ARGENTINA,137474,MALBEC ROSE - SALENTEIN PORTILLO 2020,86785750125,0.75,1,13,12.49,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,157977,GLENALLACHIE - SINGLE MALT SCOTCH 10YO PORT FINISH,5060568320847,0.7,1,48,109.97,NA
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,173672,PHILLIPS BREWING - GLITTER BOMB CAN,818278003490,0.355,6,5,11.99,NA
Wine,France Wine,France Red Wine,FRANCE,182454,COTE DE NUITS VILLAGES - GEANTET PANSIOT 2016,3760163355276,0.75,1,13,74.99,NA
Spirits,Rum,White Rum,CUBA,222554,HAVANA CLUB - 3 YEAR OLD ANEJO,8501110080248,0.75,1,40,24.99,NA
Wine,France Wine,France White Wine,FRANCE,360388,CHATEAU LA MISSION HAUT BRION BLANC 2014,626990320043,0.75,1,14,2500,0
Wine,Canada - BC,Canada - BC White Wine,CANADA,414748,WILD GOOSE - GEWURZTRAMINER 2019,626990007289,0.75,1,12.5,16.66,1
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,486258,SHIRAZ GRENACHE - GLAETZER WALLACE BAROSSA 2017,9322246002008,0.75,1,14.5,31.99,0
Wine,Canada - BC,Canada - BC White Wine,CANADA,868067,SEE YA LATER RANCH - GEWURZTRAMINER 2019,624738017477,0.75,1,13.5,14.99,1
Spirits,Whisky,Canadian Whisky,CANADA,1800,J. P. WISER'S DELUXE,48415345224,1.14,1,40,37.49,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,10965,ARDBEG - BLAAACK,5010494960617,0.75,1,46,179.99,NA
Wine,Fortified Wine,Port Wine,PORTUGAL,23366,SANDEMAN - FINE RUBY,5601083001585,0.75,1,19.5,19.99,10
Wine,Italy Wine,Italy Red Wine,ITALY,23540,BRUNELLO DI MONTALCINO - COSTANTI 2015,726452016450,0.75,1,14.5,145.99,0
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,33613,PAPPY VAN WINKLE'S - 23 YEAR OLD FAMILY RESERVE,89319123785,0.75,1,47.8,899.99,NA
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,46433,SHAFTEBURY - 15 PACK CAN,569103200316,0.355,15,5,17.99,NA
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,47390,WHISTLER - HELLO LIMONCELLO TALL CAN,626990469193,0.473,4,4.2,12.49,NA
Spirits,Vodka,Straight Vodka,CANADA,53082,ALBERTA PURE,777680005105,1.75,1,40,51.99,NA
Spirits,Whisky,Flavoured Whisky,UNITED STATES OF AMERICA,96923,SKREWBALL - PEANUT BUTTER WHISKEY,860265002405,0.75,1,35,59.99,NA
Wine,France Wine,France Red Wine,FRANCE,98833,PAUILLAC - CARRUADES DE LAFITE ROTHSCHILD SPECIAL CASE,3609051052982,0.75,10,13.1,10000,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,99146,THE SINGLETON OF GLEN ORD 18 YO,88076184619,0.75,1,55,219.99,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,125344,BAILLIE-GROHMAN - GEWURZTRAMINER 2020,626990100652,0.75,1,12,20.99,2
Spirits,Whisky,Irish Whiskey,IRELAND,138076,EGAN'S - IRISH WHISKEY FORTITUDE,5391532440231,0.75,1,46,84.99,NA
Wine,France Wine,France Red Wine,FRANCE,160969,CHATEAU MAUCAILLOU 2016,3760063164893,0.75,1,13,55,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,176027,GLENROTHES - 25 YEAR OLD,812066022656,0.75,1,43,699.99,NA
Spirits,Tequila,Gold Tequila,MEXICO,254967,TEQUILA OCHO - SINGLE BARREL EXTRA ANEJO,898627001360,0.75,1,54.8,224.99,NA
Wine,France Wine,France White Wine,FRANCE,523449,MACON VILLAGES MILLY LAMARITINE - HERITIERES COMTES LAFON 17,97985148438,0.75,1,13,51.99,0
Spirits,Rum,Amber Rum,CUBA,530634,HAVANA CLUB - ANEJO RESERVA,8501110080682,1.14,1,40,38.49,NA
Wine,France Wine,France Rose Wine,FRANCE,561522,PROVENCE ROSE - DESCLANS WHISPERING ANGEL,3760167974213,1.5,1,13.5,88.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,639609,BAROLO - AURELIO SETTIMO 2013,633913453139,0.75,1,14,60.99,0
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,641407,KEYSTONE - LAGER CAN,56327005976,0.355,15,4.9,20.99,NA
Wine,France Wine,France Red Wine,FRANCE,717504,CHATEAU MARGAUX 2013,,0.75,1,13,800,NA
Wine,France Wine,France Champagne Wine,FRANCE,735910,BOLLINGER - BRUT ROSE,3052853078443,0.75,1,12,129.99,0
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,904334,LABATT - BUDWEISER CAN,62067335341,0.355,6,5,11.79,NA
Wine,USA Wine,USA White Wine,UNITED STATES OF AMERICA,612,CHARDONNAY - JOSH CELLARS 2019,857744001325,0.75,1,13.5,17.99,0
Wine,France Wine,France Red Wine,FRANCE,30599,CROZES HERMITAGE - ALAIN GRAILLOT CUVEE LA GUIRAUDE 2016,97985140449,0.75,1,13,92.99,0
Wine,France Wine,France Red Wine,FRANCE,129554,POMMARD - DOMAINE CYROT BUTHIAU LE 19 VINGT 2015,626990347484,0.75,1,13,79.99,0
Beer,Import Beer,Europe Beer,AUSTRIA,143977,STIEGL - ADVENT CALENDAR,9003400653945,0.33,22,5.2,55.79,NA
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,156455,MALBEC - MICHEL TORINO DON DAVID RESERVE,7790189001129,0.75,1,13.9,15.99,0
Wine,France Wine,France Red Wine,FRANCE,184856,ST JULIEN - CHATEAU LALANDE BORIE 2017,3760131685251,0.75,1,13,65,NA
Wine,France Wine,France Red Wine,FRANCE,420232,MEDOC - CHATEAU LA GORCE 2016,626990050858,0.75,1,13.5,26.99,0
Wine,Chile Wine,Chile Sparkling Wine,CHILE,877282,CONO SUR - BRUT ROSE,7804320493749,0.75,1,12,18.99,1
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,10713,CALIFORNIA RED - 19 CRIMES CALI RED 2019,12354004290,0.75,1,14.1,19.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,25516,BODACIOUS - MALBEC,63657041727,0.75,1,13,9.99,1
Spirits,Liqueurs,Other Liqueurs,CANADA,35276,MCGUINNESS - PEACH SCHNAPPS,48415540148,0.375,1,15,8.99,NA
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,38607,HOYNE BREWING - HELIOS,626990427247,0.355,6,6,13.29,NA
Spirits,Rum,Amber Rum,UNITED KINGDOM,112993,MERSER AND CO - RUM,5021692000883,0.7,1,43.1,55.99,NA
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,131854,PACIFIC WESTERN - CARIBOO HONEY LAGER CAN,774558000507,0.355,6,5.5,8.49,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,136779,ABERLOUR - 18 YEAR OLD SINGLE MALT WHISKY,5000299620144,0.5,1,43,149.99,NA
Wine,USA Wine,USA White Wine,UNITED STATES OF AMERICA,188496,CHARDONNAY -  ARTIUS,82896002306,0.75,1,13.5,13.99,1
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,198890,STANLEY PARK BREWING - TRAIL HOPPER IPA TALL CAN,62067377495,0.473,1,6.8,2.49,NA
Wine,Italy Wine,Italy Red Wine,ITALY,238188,TAURASI - MASTROBERARDINO RADICI,8017015304001,0.75,1,13.5,59.97,0
Wine,France Wine,France Red Wine,FRANCE,681569,BEAUJOLAIS - J P BRUN TERRES DOREES L'ANCIEN 2018,3424560040004,0.75,1,12.5,28.99,0
Wine,France Wine,France White Wine,FRANCE,765529,MEURSAULT 1ER GENEVRIERES - LATOUR GIRAUD CUVEE DES PIERRE,795898006080,0.75,1,13.5,164.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,879957,PINOT NOIR - FLOWERS SONOMA COAST 2018,626990099727,0.75,1,14.1,71.99,0
Wine,Spain Wine,Spain White Wine,SPAIN,895144,BODEGAS FILLABOA - SELECCION FINCA MONTE ALTO ALBARINO 2017,8425875011029,0.75,1,12.5,39.99,0
Spirits,Whisky,Canadian Whisky,CANADA,893,J. P. WISER'S DELUXE,48415000307,0.75,1,40,23.49,NA
Wine,Italy Wine,Italy Red Wine,ITALY,117341,SARDEGNA VALLI DI PORTO PINO - SANTADI SHARDANA 2013,726452002880,0.75,1,14.5,41.99,0
Wine,Canada - BC,Canada - BC Sparkling Wine,CANADA,153919,C SHARP - SPARKLING BRUT,776545556189,0.75,1,11.1,18.99,1
Wine,Fortified Wine,Port Wine,PORTUGAL,172960,TAYLOR FLADGATE - 1969 SINGLE HARVEST VERY OLD TAWNY,5013626115879,0.75,1,20.5,299.99,10
Wine,USA Wine,USA White Wine,UNITED STATES OF AMERICA,181432,CHARDONNAY - ALTA MARIA SANTA BARBARA 2014,863884000265,0.75,1,13.6,9.97,0
Wine,Italy Wine,Italy Red Wine,ITALY,186200,SALICE SALENTINO  - LUCIO LEUCI TERRA GUANIANI KOSHER 2018,8033275490162,0.75,1,14,21.99,0
Spirits,Whisky,Blended Scotch Whisky,UNITED KINGDOM,205159,DEWARS DOUBLE AGENT 27,80480984410,0.375,1,46,114.99,NA
Wine,France Wine,France White Wine,FRANCE,207773,SAUTERNES - CHATEAU SUDUIRAUT 2017,3760020105969,0.375,1,13,75,NA
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,219168,SHIRAZ - GRANT BURGE BAROSSA INK,9315705817718,0.75,1,14.5,17.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,256517,TOSCANA - DONATELLA CINELLI COLOMBINI IL DRAGO 8 2015,8026965602167,0.75,1,14,31.99,0
Wine,France Wine,France White Wine,FRANCE,262824,CHATEAU DOISY VEDRINES 2014,3277031706318,0.75,1,13,69,NA
Spirits,Liqueurs,Cream/Dairy Liqueurs,CANADA,635623,SORTILEGE - MAPLE CREAM,57496522400,0.75,1,17,26.99,NA
Wine,Sake,Japan Sake,JAPAN,663252,DASSAI - 45 JUNMAI DAIGINGO SUPER PREMIUM SAKE,4936446010050,1.8,1,16,102.99,0
Wine,Spain Wine,Spain Red Wine,SPAIN,731620,YECLA MONASTRELL - CASTANO,8422443001208,0.75,1,14,9.97,0
Wine,Italy Wine,Italy Red Wine,ITALY,843607,CHIANTI MONTALBANO RIS - CONTAGALLO DI ENRICO PIERAZZUOLI 10,8025174000061,0.75,1,13.6,29.99,0
Wine,France Wine,France Red Wine,FRANCE,98202,CHATEAU PHELAN SEGUR 2014,714153144428,0.75,1,12.5,75,0
Wine,France Wine,France Red Wine,FRANCE,120986,HAUTES COTES DE NUITS - DOM MICHEL GROS FONTAINE ST MARTIN 2,626990320609,0.75,1,13,58.99,0
Spirits,Whisky,Irish Whiskey,IRELAND,166892,BUSHMILLS - 21 YEAR OLD SINGLE MALT,88076169074,0.75,1,40,255,NA
Wine,Fortified Wine,Port Wine,PORTUGAL,174910,TAYLOR FLADGATE - VINTAGE 2016,5013626115701,0.375,1,20,77.99,10
Wine,France Wine,France Red Wine,FRANCE,229573,LE CLARENCE DE HAUT-BRION ROUGE 2016,626990402541,0.75,1,13,290,NA
Beer,Import Beer,Europe Beer,DENMARK,431239,FAXE PREMIUM LAGER TALL CAN,5741000107867,0.5,1,5,1.99,NA
Wine,South Africa Wine,South Africa Rose Wine,SOUTH AFRICA,18794,ROSE - PROTEA,6009803752028,0.75,1,13.5,14.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,20324,NAPA VALLEY RED - BOND PLURIBUS 2013,626990293620,1.5,1,14.5,1999,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,28586,LAPHROAIG - 30 YEAR OLD,80686814191,0.75,1,53.5,1390,NA
Wine,France Wine,France Red Wine,FRANCE,134625,COTES DU RHONE VILLAGES VISAN - COMMANDERIE DE BONPAS BIO 18,3260980032911,0.75,1,14,19.99,0
Wine,Chile Wine,Chile Red Wine,CHILE,154617,CABERNET SAUVIGNON SHIRAZ - CONO SUR TOCORNAL,7804320148960,1.5,1,13,14.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,175784,BRUNELLO DI MONTALCINO RISERVA - COSTANTI 2012,726452014272,3,1,14,1090,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,199594,PINOT NOIR - BREAD AND BUTTER 2019,850832004277,0.75,1,13.6,22.99,0
Wine,Portugal Wine,Portugal White Wine,PORTUGAL,200119,VINHO VERDE - VICENTE FARIA ANIMUS,5601815411514,0.75,1,10.5,13.99,0
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,243527,PARKSIDE - DAWN PILSNER CAN,628055331018,0.355,6,4.9,12.29,NA
Wine,Spain Wine,Spain Red Wine,SPAIN,356386,RIOJA CRIANZA - CVNE VINA REAL 2017,8410591002468,0.75,1,13.5,22.99,0
Beer,Import Beer,Europe Beer,IRELAND,554469,GUINNESS PUB DRAUGHT CAN,5000213101025,0.44,8,4.2,23.29,NA
Refreshment Beverages,Cider,Domestic Cider,CANADA,673566,BIG ROCK - ROCK CREEK DRY APPLE CAN,64294629903,0.355,6,5.5,10.79,NA
Spirits,Whisky,Canadian Whisky,CANADA,3871,ALBERTA PREMIUM - CANADIAN RYE,777680001954,0.375,1,40,11.49,NA
Spirits,Whisky,Blended Scotch Whisky,UNITED KINGDOM,8599,BELL'S - ORIGINAL,622153601042,0.75,1,40,22.99,NA
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,46017,PINOT NOIR - FAMILIA SCHROEDER ALPATACO,7798116191110,0.75,1,13.5,19.99,0
Spirits,Whisky,Other Country Whisky,JAPAN,96449,NIKKA - YOICHI SINGLE MALT APPLE BRANDY WOOD FINISH,4904230062363,0.7,1,47,189.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,127065,DRINKS BY THE DRAM - 12 WHISKIES OF CHRISTMAS,626990337706,0.03,12,44.2,229.99,NA
Wine,France Wine,France Rose Wine,FRANCE,201523,PROVENCE ROSE - CHEVALIER TORPEZ PETITE BRAVADE 2018,3413940000196,0.75,1,13.5,22.99,0
Spirits,Rum,Spiced Rum,CANADA,500496,CAPTAIN MORGAN - SPICED,87000003439,0.2,1,35,9.49,NA
Wine,Chile Wine,Chile White Wine,CHILE,566836,VIOGNIER - CONO SUR BICICLETA,89419428049,0.75,1,13.5,11.99,0
Spirits,Tequila,Blanco/Silver Tequila,MEXICO,75505,KAH  - TEQUILA BLANCO,811751023213,0.75,1,40,72.99,NA
Wine,France Wine,France White Wine,FRANCE,79668,COTES DU RHONE VILLAGES - R AND M SAOUMA INOPIA BLANC 2017,7035991557335,0.75,1,14.5,40.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,99153,TALISKER 15 YO SPECIAL RELEASE 2019,5000281059181,0.7,1,57.3,189.99,NA
Wine,France Wine,France Red Wine,FRANCE,103162,PAUILLAC - CARRUADES DE LAFITE 2017,626990466307,0.75,1,13,425,NA
Wine,France Wine,France White Wine,FRANCE,116517,CHABLIS GRAND CRU VALMUR - DOMAINE CHRISTIAN MOREAU 2018,89744423931,0.75,1,13,105.99,0
Beer,Import Beer,USA Beer,UNITED STATES OF AMERICA,222786,WIDMER OMISSION PALE ALE,702770082018,0.355,6,5.8,16.29,NA
Spirits,Whisky,Other Country Whisky,JAPAN,460855,NIKKA - DAYS,4904230054160,0.7,1,40,61.99,NA
Wine,France Wine,France White Wine,FRANCE,644385,CHATEAU OLIVIER 2015 BLANC,714153212851,0.75,1,13,60,NA
Wine,France Wine,France White Wine,FRANCE,734814,GRAVES BLANC - CLOS FLORIDENE 2014,,0.75,1,12.5,50,0
Wine,France Wine,France Red Wine,FRANCE,32926,CLOS SAINT DENIS GRAND CRU - JADOT DOMAINE GAGEY 2017,3535928042025,0.75,1,13.5,520,0
Wine,Fortified Wine,Sherry Wine,SPAIN,40422,CALLEJUELA  - MANZANILLA ORIGEN,8437004778185,0.75,1,15,29.49,0
Wine,Chile Wine,Chile Red Wine,CHILE,59457,ALMAVIVA CHILI ROUGE 2018,626990467397,1.5,1,15,520,NA
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,101103,ARIZONA - HARD GREEN TEA TALL CAN,56327014930,0.473,1,5,3.19,NA
Spirits,Whisky,Irish Whiskey,IRELAND,121877,JAMESON - CASKMATES IPA IRISH WHISKEY,80432112199,0.75,1,40,37.99,NA
Wine,Fortified Wine,Sherry Wine,SPAIN,127761,GONZALEZ BYASS - VORS AGED 30 YEARS APOSTOLES,8410023090445,0.375,1,20,35.99,1
Wine,Canada - BC,Canada - BC Red Wine,CANADA,180976,OSOYOOS LAROSE - LE GRAND VIN 2016,871610003183,6,1,13.5,395.99,0
Wine,USA Wine,USA Sparkling Wine,UNITED STATES OF AMERICA,265678,MUMM  NAPA - BRUT PRESTIGE,87000104310,0.75,1,12.5,28.99,1
Wine,Canada - BC,Canada - BC White Wine,CANADA,399428,JACKSON TRIGGS PROPRIETOR'S SELECTION SAUVIGNON BLANC,63657004289,1.5,1,12.5,15.49,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,500249,HIGHLAND PARK - 25 YEAR OLD,5010314300159,0.75,1,45.7,975,NA
Wine,France Wine,France Red Wine,FRANCE,929612,GIGONDAS - CHATEAU DE SAINT COSME LE CLAUX 2018,3483811300069,0.75,1,15.5,179.99,0
Wine,Fortified Wine,Vermouth Wine,ITALY,422,CINZANO - ROSSO,8000020000020,1,1,15,10.99,6
Spirits,Whisky,Blended Scotch Whisky,UNITED KINGDOM,1099,JOHNNIE WALKER - RED LABEL,622153631049,0.75,1,40,28.49,NA
Wine,France Wine,France Red Wine,FRANCE,5207,LISTRAC - CHATEAU CLARKE 2015,658936161014,0.75,1,14,49.97,0
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,15269,MAKER'S MARK - PRIVATE SELECT 2018 RECIPE,808755032020,0.75,1,55,84.99,NA
